thread_name,categories,replies,views,total_likes,creation_date,first_reply_date,last_reply_date,thread_url,frequent_posters,thread_author,thread_likes,thread_text,thread_images,thread_edits,latest_thread_edit_date,reply_author,reply_likes,reply_text,reply_images,reply_date,crawl_date,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am","frank_d
Regular",7,"It has been said several times already:
Withdrawing new funds to your bank account via Payoneer still works.
Your card’s funds are frozen and if you withdraw funds to your card it’s instead added to your Payoneer’s account balance.
You can only withdraw said balance if you link a bank account.
gig_freak:
I was informed on a local forum that every freelancer should withdraw their money a week ago.
I wish I had gotten that tip. Why didn’t you act on it? Just curious.
gig_freak:
It’s best to keep this thread clean, or keep another thread about Payoneer clean in which you will officially post updates and keep it clean.
I think that will keep happening no matter how many threads we open. A lot of speculation going on by most of us, plus everyone is in panic mode.
gig_freak:
p.s: Congrats on the mod thing! Hope you won’t punish me cause I am neighbor from the North.
Thanks! Not sure what the “neighbor from the North” thing means though, or why I would want to punish you.",N/A,"Jun 29, 2020 2:17 am",2020-07-21 17:22:50.203841,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",sanda5,3,"yes I have my Card connected to the payoneer account always…
As usual, I withdraw to my payoneer through Fiverr Revenue Card option in fiverr…
And then to my linked bank acc… Got my withdrawal in bank acc within few hours…
I had no issues…",N/A,"Jun 29, 2020 2:21 am",2020-07-21 17:22:50.580742,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",airdute1,0,Thank you very much for the information.,N/A,"Jun 29, 2020 2:25 am",2020-07-21 17:22:50.960762,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",melwrde,0,Thank you very much for the reply. Then it seems like we can withdraw our new funds without any issue.,N/A,"Jun 29, 2020 2:27 am",2020-07-21 17:22:51.343625,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am","frank_d
Regular",0,"To your bank account, yes.",N/A,"Jun 29, 2020 2:35 am",2020-07-21 17:22:51.752453,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",lenasemenkova,3,"frank_d:
I wish I had gotten that tip.
A friend of mine has a very old Payoneer account (around 2008 or something). Turns out, he heard the murmurs too but in his experience, he’s heard something similar every other year so he ignored it.
Now we have almost exactly the same frozen balances. We’re $4 apart.
I wish he’d mention something. I’d withdraw half and feel very clever about myself probably.",N/A,"Jun 29, 2020 2:41 am",2020-07-21 17:22:52.165471,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",misscrystal,1,There have been periodic reports warning about Wirecard over the past years from what I read.,N/A,"Jun 29, 2020 2:43 am",2020-07-21 17:22:52.528057,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",miiila,3,"ydrawing:
because Payoneer basically updated their terms
It can’t be that easy though. They can change their terms for present and future things but not for what happened before they changed their terms.
Like with our gigs, of course, we can edit them if we notice we suddenly decide we want to adjust something, but that won’t impact any orders that were made before our changes.",N/A,"Jun 29, 2020 2:45 am",2020-07-21 17:22:52.940941,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",fivestarrpr,1,withdrawals of new funds are not affected. You can withdraw the funds to your bank.,N/A,"Jun 29, 2020 5:19 am",2020-07-21 17:22:53.343043,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",misscrystal,0,"@fivestarrpr
You joined the forum 3 days ago and have posted ten times reassuring us that we can safely withdraw funds to our bank. You could start your own thread mentioning that if you want. It would reach more people on the forum probably.
It seems like this is a message from fiverr.",N/A,"Jun 29, 2020 5:30 am",2020-07-21 17:22:53.711052,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",happybird614,0,"LOL. Agree with you about
@fivestarrpr",N/A,"Jun 29, 2020 5:31 am",2020-07-21 17:22:54.092625,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am","frank_d
Regular",14,"happybird614:
LOL. Agree with you about
@fivestarrpr
“Said the other, equally suspicious, account”",N/A,"Jun 29, 2020 5:44 am",2020-07-21 17:22:54.546094,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",catwriter,7,"happybird614:
It means i can get new funds and only these new funds will be in a position to withdrawal in my bank account.
Your Fiverr account is new, created this month, with no sales and no active gigs. So you’re definitely not withdrawing anything from that account, to Payoneer or elsewhere.
Do you have more than one Fiverr account, or are you working via another freelancing platform, and have joined Fiverr (and Fiverr forum) hoping to get more information about the issue?",N/A,"Jun 29, 2020 5:54 am",2020-07-21 17:22:54.963023,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",darrendesign,6,"Update 29 June
Following last week’s news of €1.9 billion missing from the accounts of the German company, Wirecard, we placed requirements on the firm’s UK business so that it should stop carrying out regulated activities and not pay out or reduce any money it holds. Our primary objective all along has been to protect the interests and money of consumers who use Wirecard.
Teams from across the FCA have been working with the firm, and other international and UK authorities, over the weekend, and we have seen good progress by the firm in meeting the conditions we set.
We are maintaining pressure on the firm to resolve these issues which would allow it to operate under certain conditions. However, we cannot lift the restrictions without reassuring ourselves that the firm has been able to satisfy all our concerns for example that all clients’ money is safe. We hope to be able to issue an update soon.
FCA – 26 Jun 20 6
Requirements have been imposed on Wirecard’s authorisation 6
Wirecard Card Solutions Limited (FRN 900051) is authorised and supervised by the FCA to issue e-money and provide payment services including, issuing e-money onto prepaid cards. Wirecard is authorised under the Electronic Money Regulations 2011 (the...",N/A,"Jun 29, 2020 5:57 am",2020-07-21 17:22:55.353418,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",queenmercedes,4,"When I was creating Payoneer account, I linked it to my local bank account immediately. I really don’t have a card and for the last 2,5 years I was withdrawing funds directly to my local bank account.
Also promised UPD: got withdrawal confirmation letter from Payoneer today, everything is fine.",N/A,"Jun 29, 2020 6:40 am",2020-07-21 17:22:55.748928,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",cyaxrex,5,"darrendesign:
However, we cannot lift the restrictions without reassuring ourselves that the firm has been able to satisfy all our concerns for example that all clients’ money is safe.
But I just had a whole weekend of people telling me my money was safe! tt was the first thing they told me!",N/A,"Jun 29, 2020 7:17 am",2020-07-21 17:22:56.123457,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",municp,0,T hanks this post,N/A,"Jun 29, 2020 7:29 am",2020-07-21 17:22:56.519395,
Attention Payoneer users (SOLVED),"Your Fiverr Experience
The Ranting Pot",788,5.9k,1.7k,"Jun 26, 2020 1:01 pm","Jun 26, 2020 1:07 pm","Jul 21, 2020 1:25 pm",https://forum.fiverr.com/t/attention-payoneer-users-solved/475497,N/A,"frank_d
Regular",92,"06/30/2020 UPDATE: I am now able to use my Payoneer debit card, so it appears that as of 2:30 pm (GMT+2) my funds are unfrozen. Looking for confirmation from others as well.
CONFIRMED: Only users with balance linked to their Payoneer debit cards had their funds frozen. Withdraw to bank seems to work.
Users with NO physical card can use their funds as usual.
EDIT: Latest update from Payonerr courtesy of
@chupavix
:
https://blog.payoneer.com/exclusive/wirecard-prepaid-card-update/ 99
I had my card rejected several times this morning, which of course prompted me to communicate with Payoneer CS.
Their response was that all funds are frozen temporarily by the FCA, the regulator in UK.
The reason being that Wirecard AG (Germany) filed for insolvency.
I had a lot of money in my account, it’s what I use to pay my bills and family’s expenses.
Payoneer is “working on sending out an email to all cardholders.”
Until we learn more about this situation, please avoid sending cleared revenue to your Payoneer cards and do not use the “bank transfer” option either, as that one is being facilitated by Payoneer as well.
I am in shock.",N/A,7,"Jun 30, 2020 7:37 am",darrendesign,0,Let’s not forget why we gathered here.,N/A,"Jun 29, 2020 7:46 am",2020-07-21 17:22:56.919003,
